1000	5
1001	5
1002	4
1003	4
1004	8
1006	4
1009	4
1010	5
1011	3
1012	4
1013	8
1014	4
1015	3
1016	4
1017	5
1018	4
1020	3
1021	3
1022	3
1023	6
1025	3
1026	5
1027	4
1028	5
1031	3
1032	5
1033	5
1034	3
1035	5
1037	3
1038	6
1040	4
1041	4
1042	3
1043	3
1045	3
1047	3
1049	4
1050	6
1051	6
1052	10
1053	6
1054	4
1056	3
1057	3
1058	4
1061	5
1062	5
1064	3
1065	6
1066	3
1067	3
1069	4
1073	4
1074	5
1075	4
1076	4
1077	6
1081	5
1083	3
1085	3
1086	5
1087	9
1088	3
1090	3
1092	5
1094	8
1095	3
1097	6
1098	7
1099	3
1100	3
1101	3
1102	4
1103	4
1104	4
1107	8
1108	4
1109	5
1110	7
1111	4
1113	4
1114	6
1115	4
1116	8
1118	6
1120	6
1122	3
1123	4
1125	5
1126	3
1127	4
1128	4
1129	5
1130	4
1132	3
1133	5
1134	3
1135	3
1136	9
1138	3
1139	4
1141	4
1142	4
1143	5
1144	7
1145	3
1146	7
1147	3
1148	6
1150	4
1152	4
1153	6
1154	3
1155	3
1158	4
1159	3
1160	6
1162	5
1163	3
1165	4
1168	3
1169	9
1170	7
1171	5
1173	4
1174	5
1175	5
1176	6
1178	4
1181	3
1182	6
1183	3
1185	4
1186	4
1187	3
1188	3
1190	8
1194	3
1195	3
1196	3
1197	6
1198	3
1199	4
1200	3
1202	4
1204	7
1205	3
1206	3
1207	3
1208	5
1209	4
1211	6
1212	4
1213	3
1215	3
1216	4
1217	3
1218	7
1220	5
1223	4
1225	7
1229	3
1230	6
1231	7
1232	3
1233	6
1234	4
1235	8
1237	7
1239	7
1240	3
1241	4
1242	6
1244	3
1245	7
1246	4
1248	8
1252	3
1256	5
1259	6
1264	6
1265	7
1268	4
1269	5
1270	3
1274	3
1275	10
1276	5
1277	5
1278	4
1279	6
1280	4
1281	3
1282	5
1283	7
1285	5
1286	7
1287	5
1289	4
1290	3
1291	4
1293	4
1294	5
1295	3
1296	6
1297	4
1298	3
1299	3
1301	3
1302	4
1303	5
1304	3
1305	3
1306	3
1307	5
1308	4
1309	5
1311	3
1312	6
1315	3
1316	3
1317	3
1319	3
1320	4
1322	4
1323	3
1324	5
1325	3
1326	3
1327	8
1328	3
1329	5
1330	4
1331	4
1332	5
1333	6
1335	4
1336	3
1339	5
1340	6
1341	4
1342	5
1343	4
1345	3
1346	3
1347	4
1349	4
1353	6
1354	5
1355	5
1356	4
1357	3
1358	4
1360	5
1361	7
1363	5
1364	4
1365	6
1366	6
1369	3
1370	3
1371	3
1372	3
1373	3
1374	4
1376	3
1377	3
1379	11
1380	5
1381	5
1382	3
1383	3
1384	7
1385	5
1386	3
1388	3
1389	3
1390	3
1391	6
1392	3
1393	3
1395	8
1399	4
1403	4
1404	5
1407	6
1408	3
1409	3
1410	10
1412	4
1413	3
1416	6
1417	5
1418	3
1419	5
1420	4
1421	4
1422	7
1424	3
1425	4
1426	5
1427	6
1428	5
1430	6
1431	4
1432	4
1434	3
1435	5
1438	6
1440	6
1442	6
1443	4
1444	6
1445	3
1446	3
1449	4
1450	6
1452	6
1454	4
1456	6
1457	6
1458	3
1460	3
1461	3
1463	3
1465	7
1466	9
1468	6
1472	6
1473	4
1474	5
1475	4
1476	6
1477	6
1478	4
1479	4
1480	6
1482	6
1483	8
1484	3
1486	6
1488	4
1489	5
1491	5
1492	5
1493	6
1494	6
1495	3
1497	4
1498	4
1499	5
1500	6
1501	4
1503	3
1504	5
1507	5
1508	4
1509	6
1510	7
1512	4
1513	3
1514	5
1515	6
1517	4
1518	3
1520	3
1522	7
1523	3
1524	4
1526	5
1527	5
1528	4
1529	3
1533	3
1534	4
1535	4
1536	3
1538	3
1540	4
1542	6
1544	4
1545	3
1546	3
1547	3
1548	3
1549	3
1550	3
1551	6
1553	6
1554	5
1561	7
1562	3
1564	4
1565	6
1566	9
1567	4
1569	3
1572	7
1573	3
1574	10
1575	5
1578	4
1580	7
1581	3
1582	3
1583	6
1584	5
1585	4
1587	5
1588	3
1590	3
1591	4
1593	3
1594	3
1595	7
1596	4
1597	4
1598	3
1599	5
1601	3
1602	7
1603	5
1604	4
1605	5
1606	4
1608	6
1609	6
1611	3
1612	6
1613	7
1615	4
1616	6
1617	4
1618	7
1619	4
1620	5
1621	5
1622	4
1623	5
1624	3
1625	7
1627	3
1628	6
1629	3
1632	6
1634	6
1635	3
1636	6
1639	3
1641	5
1646	7
1647	3
1648	4
1649	7
1651	7
1652	5
1653	6
1654	9
1655	4
1656	4
1657	3
1658	5
1659	7
1660	3
1661	6
1663	4
1664	3
1665	3
1668	4
1670	3
1672	3
1674	4
1676	4
1677	5
1678	4
1679	4
1680	3
1682	7
1684	3
1685	4
1686	3
1687	5
1690	6
1692	6
1693	4
1696	6
1697	6
1698	3
1699	4
1702	5
1703	3
1705	4
1706	4
1708	4
1710	3
1711	8
1715	6
1716	3
1717	3
1718	3
1719	5
1722	6
1723	4
1724	4
1725	3
1726	5
1728	3
1729	6
1730	4
1731	6
1732	3
1733	4
1734	6
1736	5
1737	6
1738	4
1740	7
1741	6
1742	4
1743	4
1746	5
1747	5
1748	5
1749	3
1750	5
1751	4
1752	5
1753	7
1754	5
1756	4
1757	4
1758	3
1759	3
1760	3
