04/10/2014	4025 1010 3087 2040 1070 1844 3948 3435 3258 1045 1474 1782 4215 1839
04/10/2015	3082 4252 4187 2781 3154 2074 2492 3294 2291 1888 4937 4717 2877 1357 1324 1038 2101 2233 2809 2719 4636
04/11/2014	4464 4750 3783 4146 2045 2274 2020 2151 3913 2589 2666 3469 3325 2279 2851 2948
04/11/2015	2900 4727 2688 1595 4127 4348 4326 3898 3092 4020 4440 4145 1275 2261 2580 2613 1204 1567 1665 2731 3402 2256 1949 3509 1627 2738
04/12/2014	2298 3320 2396 3360 2193 1712 4727 4705 3935 2685 4048 1818 4987 1979 4901 3992 1890 2186 3593 3075 1468 1643 3105 1686 3666 4879 3308
04/12/2015	4530 3441 3581 3250 4914 2436 3959 3819 4831 3666 1859 4745 2957
05/01/2014	4574 1473 2470 2051 2040 4628 1897 1544 4609 1004 1147 2565 2674 4456 4721 4567 3864 4943 4879 4747
05/01/2015	4460 4585 4212 2661 3551 1140 2690 3283 4082 4903 3424 2255 4301 4225 4820 4116 4447 1827 4855 1648 3934
05/02/2014	4211 4376 3321 1165 2028 4807 1972 1136 2147 3411 4468 2608 1959 1492 3030 3727 3426 1445 2313 1169 1246 1586 3344 4015 1805 3629
05/02/2015	4594 2353 3122 2055 2571 1536 3311 4202 4841 4326 4524 4789 4868 2681 3130 4280 1800 2315 2117 2754 1467 3168 3289 3586 1001 1929 4314 1827
05/03/2014	4463 4750 4025 4575 2089 1197 3166 1097 2075 4061 2093 3050 2701 1454 2795 2871 3575 4896 2706 3689 4316 1616 2956
05/03/2015	4161 4069 3012 3194 4170 1081 1404 4717 1974 3334 2201 2178 1609 2518 1715
05/04/2014	4187 4221 2287 2166 1692 3385 1372 1282 2161 2888 1258 3523 3918 3268 1354 3972 4786 4668 4900 1548
05/04/2015	3180 4195 1273 1050 4805 3327 3937 1015 2489 3499 4378 3664 4412 4931 4954 4008 1901 1636
05/05/2014	4493 4220 1550 3142 1480 2768 1369 2733 2644 1686 1652 2037 2851 4037 1705 4867 1702
05/05/2015	4065 4176 4441 4134 3860 2352 2494 3066 3196 1171 3182 3737 1668 2743 3588 2476 2993 2808 2707 1339
05/06/2014	4272 4065 3670 4265 4377 3364 2075 3142 3913 4409 2744 2215 2325 3557 2421 3158 3851 4654 3942 1309 2825
05/06/2015	4054 4344 2232 3023 2370 3050 3160 1107 2599 2795 1651 4499 4204 1948 3743
05/07/2014	3165 1460 1381 2381 4082 2094 2306 4806 1446 2699 3324 3213 2453 2541 1111 4697 4115 3932 3855 4779
05/07/2015	1275 1098 3034 2077 3480 2537 2723 2546 3623 2587 2475 4059 4953 4667 1827 3810 3766 4748
05/08/2014	3181 4691 2573 2771 3188 1382 1062 4828 4929 4908 2903 3658 3835 1218 4085 3670 3112 1074 3095 2713 1227 1248 3424 1388 2058 2156 3003 4635 4758
05/08/2015	4351 2909 2231 2293 3214 2884 2047 3575 4048 4225 1938 4688 4501 4403 3976 2703 4362 4321 4387 3574 1692 3198 1346 3204 2597 4975 2659
05/09/2014	4256 3387 2694 2867 1711 2004 2620 1553 2883 2388 1979 2506 3539 4683 3673 1176 1690 3373 2041 1888 2778 1248 1104 3907 1289 3102 4756
05/09/2015	4187 3035 3463 3044 3293 4061 1787 2787 1894 2696 1452 4037 4710 4119 1737 2978
05/10/2014	4272 4056 4431 4783 3386 3353 2396 4958 2811 1128 3479 4951 4579 3820 3655 4634 4899 2835
05/10/2015	4661 3343 3387 1373 2294 4191 4859 4529 1349 1996 2337 3469 1841 2102 3553 4004 3851 3920 4515 2319 3429
05/11/2014	3191 4695 4641 4135 1263 3142 3010 3427 3905 3106 2401 1499 3809 1134 4543 3667 4536 4747 1526
05/11/2015	4194 4173 2650 2492 4170 3715 1236 2981 1551 4525 3811 3835 1438 4065 4264 2364 1371 2184 3591 2282 3904 3346 3245 1562 3786 2814 2934
05/12/2014	4144 4531 4212 3013 1197 3282 1657 3624 2920 1457 2743 3709 1234 2047 1783 3520 3333 4149 3646 3856 2517
05/12/2015	4182 1503 1932 3837 2600 1125 2444 3577 2015 2564 3421 3950 4027 4875 4108 4559 1803
06/01/2014	4221 4694 4872 2881 3111 1590 2093 1863 2259 2379 2949 3963 1879
06/01/2015	4273 4783 2781 2380 2735 3548 2789 2777 4719 3553 1661 4895 3966 2659
06/02/2014	4371 4891 4772 2199 2093 1932 1811 3438 2742 2862 2068 2365 3895 2807 4645 2605 1011 2063 1767 2612 3129 3468 2157 4995 1905 1923
06/02/2015	2086 1281 2976 3526 2404 2426 2997 1028 3579 1972 2587 3423 3543 1474 3648 1911
06/03/2014	4473 2155 4090 2009 1756 2349 1512 1212 3553 4125 4107 4109 1955 4262 4383 1170 4839 2315 1566 3205 3600 1685 1520 2112 1166 4217 1925
06/03/2015	2646 4839 1464 1299 4178 2563 2022 2519 4989 4171
06/04/2014	4693 3881 3783 2671 2395 4391 3329 1755 2546 2414 2612 1379 2754 1136 3511 2751 4257 2609 4502 4888
06/04/2015	3760 4245 1275 1481 4180 1940 3719 2389 2477 3104 2058 4689 1914
06/05/2014	3144 2394 2272 3570 1073 1822 3306 1447 3427 2656 2501 1753 1169 2357 1970 1145 2981 4875
06/05/2015	4064 4122 4596 2331 1561 2242 3484 3032 3175 2194 2955 2426 2954 3613 1566 3347 1881 4840 2978
06/06/2014	4370 1282 4091 2194 2922 2789 2843 4509 1037 3479 2389 1870 2123 4962 4624 4407 4163 4583 4484 4121 3693 1865 1985 2653 2453 2112 1507 2957 3309 2439 1328
06/06/2015	4272 4033 2551 1781 3162 3638 1997 1711 4708 3796 4700 2904 4426 4746 2902 4286 2440 3296 3491 2955 1888 2434 1444 3324 3048 2311 2938 3767
06/07/2014	3280 1022 1063 2272 3141 2965 1754 1853 1654 2589 1830 3359 3479 2962 1674 1276 4984 3832 1615 1779 3714 3090 4364 3295 2183 2955 4859 1304 2014
06/07/2015	4462 4497 3134 2560 3044 2227 3926 1334 1785 3511 1277 2465 2068 4614
06/08/2014	4693 4463 4573 4772 1187 2441 3451 1141 2252 4192 3847 4738 1535 1247 1774 1179 1883 1057 2212 4862 2639 3855 3802
06/08/2015	4395 1120 2374 2440 2550 1073 3062 3072 1327 1734 2316 2448 1874 1962 2852 3357 3587 3972 4500 1629 2718 2936 4526 4747
06/09/2014	3790 3681 4661 3176 2251 3581 3083 4607 1810 2712 1996 3905 2544 2345 1233 1750 3676 4812 2716 1878
06/09/2015	4780 2782 3572 2184 2270 2467 3028 4841 4214 1707 1805 3997 4825
06/10/2014	4232 4234 1275 3122 1582 1472 3549 2536 2019 3415 2898 1259 4707 2489 1004 3224 3026 2267 2069 1870 4339 3844 2814 2736
06/10/2015	4442 3683 1908 3475 1175 3232 2494 3592 3337 3434 4796 4335 3973 4954
06/11/2014	4271 4283 4494 4176 4595 4001 2550 1470 1921 3626 4728 3218 3438 2612 3915 1379 1059 1970 2464 3632 4448 1913 3616
06/11/2015	1190 1395 1120 3262 3491 2119 1789 3548 2635 2620 1146 3599 2365 1551 4875 4358 4924
06/12/2014	4480 4431 1908 1066 1692 2296 3185 1765 2303 1786 3116 4028 4622 4941 1828 4624 1528 3900 1538 1427
06/12/2015	4396 4353 4056 1076 3120 1183 3161 4160 2093 4718 3728 1995 3225 1662 3015 2882 4104 4138 2707 2718 3765 2902 1801
07/01/2014	4251 4594 4870 3189 1770 3232 4082 4270 1456 1004 3498 2035 3762 4721 4306 1317
07/01/2015	4560 4693 4363 4333 2473 2186 2270 2304 1049 1379 2655 2632 1587 1762 1068 1232 3311 4765 1827 3842
07/02/2014	4251 4131 1286 4408 4628 3119 1733 1534 1379 1995 2104 3213 3795 4820 3776 4822 4626 4243 3393 3094 3849 3425 1565 1609 4479 4933 1922
07/02/2015	4154 3793 2891 2263 3352 3283 3935 1239 2218 1931 3559 1013 2069 2740 3169 1939 4006 4644 1409
07/03/2014	4483 3991 4278 2067 1572 3112 3584 3141 2139 3238 2289 4048 4359 3743 2803 1219
07/03/2015	2290 3180 4560 4780 4890 3891 2056 2441 4080 3294 1092 3515 1535 1885 2267 1793 3410 2807 1958 2518 4836
07/04/2014	1798 1189 1188 2000 4886 3484 2294 3712 3041 4061
07/04/2015	4030 3651 2495 2483 3494 2592 3052 1327 2523 3236 2695 3564 1818 4797 3675 4743 3853 3721 4822 1715 2517 2913
07/05/2014	4894 1891 1682 2133 2122 1294 2031 1448 1633 1006 3959 2931 2359 3476 4656 4623 4756 3722 3629 2804 1659 4956 4307 3724
07/05/2015	3060 4293 4275 2100 3251 1370 1292 1128 1742 1412 2467 4765 4864 4524 2747 1515 1218
07/06/2014	3781 4541 4564 1297 1792 1681 2285 2120 2197 3073 3737 1932 2119 3727 2437 1787 1961 1410 4049 2839 3767 3627
07/06/2015	4641 1472 1482 1361 1052 4050 3504 2327 3601 1983 2532 1806 4721 1848 1605 2715
07/07/2014	3082 4373 4232 4310 4871 2571 1041 1138 1930 3139 3718 1478 2863 2984 2742 2829 4688 4743 3678 3811 4123 4486 2043 2120 4837 1547 2559 2832 3206 2753 2697 1609 4338
07/07/2015	4065 4694 2055 2240 3120 3571 3096 4848 4859 3416 1656 1699 1379 2432 1783 3597 3861 3775 1905 3866 3900
07/08/2014	4044 4002 4762 3123 2440 4093 1887 1214 1740 2993 2860 1287 3674 3643 4722 4856 4746 1835 3757
07/08/2015	1582 3262 3260 2449 1777 2029 1754 1993 2906 4028 4623 3711 4207 4726 4564 1450 2362 3195 1426 2511 2357 3468 4038 4932 3509
07/09/2014	4683 2045 3232 3265 2360 1260 3062 4618 1788 1457 3008 3349 3525 2457 3115 3269 4444 4675 1708 1509 4347 4535 2629 1636
07/09/2015	4196 3695 2210 1053 3572 3490 2128 1148 1882 2487 4555 1959 1837
07/10/2014	4392 4022 4440 2781 1274 3176 3282 4160 3526 1004 3005 2576 3400 3157 3300 3531 4214 4845 3657 4769 2901
07/10/2015	4660 4487 4740 1330 1286 2195 3041 1777 1534 1324 2633 1114 3829 1135 2586 3908 1584 1929 3830 4589 3637 2648
07/11/2014	4591 4684 2131 3086 3042 1006 1740 3423 1321 2552 4159 4523 3698 3896 2739 4406 3812 3846
07/11/2015	4362 2133 2990 3085 4170 4958 1777 1028 1851 3542 3609 4976 3756
07/12/2014	4353 4650 2550 1262 2789 2600 1752 3059 4202 4268 3633 4922 3933 3133 1270 1722 3349 1468 3502 2511 1103 1741 2994 1146 1245 2971 2454 3785 4117
07/12/2015	4460 2672 2760 1780 1361 2340 3285 1833 3537 2448 3718 2785 3005 1485 3036 3399 3930 4734
08/01/2014	4130 4375 3694 4376 3882 1291 3172 2933 2834 3524 2399 3322 3841 3722 1759 4933 3628 1417 3911
08/01/2015	4274 4671 4982 1990 3176 1391 3062 3549 3869 1678 2158 2652 1782 4049 4688 4699 4787 1729 3764 1517 3518 3768 4913
08/02/2014	4076 4297 2451 2098 1932 1613 1239 3413 2663 2907 2408 2704 2726 2869 3617 2649 3473 2241 2581 4180 1888 1602 3704 2256 4699 3721 2937 1703 2857 4957
08/02/2015	3291 2091 4572 4453 4234 2760 3156 2275 3583 2171 2504 1865 3829 3401 1256 1992 4478 4655 1618 2728 2903 4945 1714
08/03/2014	4130 4277 4179 4036 3343 3140 4082 2746 3327 2524 1115 2545 3587 1133 2662 2772 4654 3851 4117 1208 3879 1889
08/03/2015	3671 4156 4035 3186 2151 3481 1613 2999 1513 3859 2997 2864 2357 1862 2563 1133 4302 3675 2939 4688 4413 4702 4648
08/04/2014	3082 3670 4297 4220 4133 4013 4069 2012 1176 1491 1171 2832 3237 2015 2872 2299 2695 4972 2519 4426 4316 3846
08/04/2015	4293 4593 4077 4199 4750 2271 3219 1557 2327 1432 1894 2785 1574 4567 4249 4801 1934 3790 4540 2220 1602 1965 1049 1863 4813
08/05/2014	4581 4385 4101 4146 1055 1461 1791 4191 3505 3838 2421 2772 1892 4369 1838 3733 4327 1606 2815 3976 4669 3900
08/05/2015	1374 3222 2133 1098 3484 2855 3459 1367 1884 2346 1113 3587 2300 4576
08/06/2014	4201 3484 3363 2054 1095 3936 1337 1796 3224 2872 3223 2530 2497 4523 4348 1735
08/06/2015	4494 4340 4287 3682 3761 3595 2176 1582 1162 1954 1524 3739 1149 2775 3741 1608 4942 4019 1934 4967
08/07/2014	4066 3761 3013 3386 1173 2481 2271 4291 2823 2449 3604 2645 3237 3928 1058 3015 1287 4741 4851 4114 1979 2956 3956
08/07/2015	4592 4210 4595 2493 1580 3183 4706 1799 1774 2202 2840 3872 1915 1659 4482 3793 3229 3203 1421 1542 1222 2156 4114 4437 1845
08/08/2014	3276 2132 2252 3292 2358 4709 2797 2654 2522 2014 1232 1719 4799 4227 1824 1636
08/08/2015	4042 3691 4970 2760 2176 1593 1191 1613 2415 3207 4828 3818 2862 3709 1200 4499 4643 4456 4776 2903 3646 1746
08/09/2014	2650 1601 4838 3915 3827 1258 2743 2687 1289 3247 1123 4169 3720 4318 3507 2626 1658 1559 2901
08/09/2015	4277 1384 3241 3120 1327 1633 2534 1983 1047 1761 3289 4503 2979
08/10/2014	4692 2198 3480 3084 4804 3317 3537 2788 1654 1774 2741 3918 2784 1738 3518 2803 4802 3636 4069 2089 1153 2955 3569 1289 2035 1309 3867 1944
08/10/2015	4032 4220 4531 3097 3050 2128 2743 2721 2278 1024 1155 4895 4643 2918 3797 1857
08/11/2014	4010 1461 3100 1338 4827 2349 1116 2468 1851 2247 3851 4349 1716 3998 4989 4481 3673 3496 3150 1641 3346 1364 4358 3765 2718 1727 1627 3668 4638 2835
08/11/2015	2683 2452 2680 2173 2270 2108 2129 2964 3206 2952 3568 2379 1551 4136 4117 3812 4506 2527
08/12/2014	4773 3430 1020 2471 2072 4380 3604 3869 2999 1205 3217 1456 4512 4578 3609 4557 2916 4459 4789 2617
08/12/2015	4373 3673 1286 2067 2990 2484 3132 1051 1280 3084 4160 2558 2799 1861 2422 4787 3507
09/01/2014	4277 4432 1284 3142 2591 3382 3219 3957 1832 2666 2765 4104 4523 2927 2528 4342 4201 1374 3475 2515 4938 1587 2675 3863 1827 4559 3407 3846
09/01/2015	3535 3489 3078 2186 3677 1182 4725
09/02/2014	4353 3101 3417 2445 2049 1312 3257 2443 4664 2907 2808 4588 1817 4821 4305 3092 4266 1723 1446 2974 2556 1225 2478 3984 3509 3529 1625
09/02/2015	4255 3552 1054 3570 3591 3615 1723 4519 2799 1138 2512 3259 3039 2696 2421 3973 3309
09/03/2014	4155 4740 1550 1064 1350 1361 3495 1040 2590 3726 3815 3600 3247 3544 2674 2960 3158 4863 4952 2716 1517 4416 2649 1229
09/03/2015	2375 2494 2372 2152 2193 2171 2788 3719 3850 4466 1839 4546 4724 1658 4002 2780 2062 3927 3447 3708 2873 4873 4510 4457 1967
09/04/2014	4277 4432 2870 4290 1114 1014 1751 2025 4104 4667 2826 3657 1737 4087 4561 3453 1176 2681 3099 2185 1171 1390 3527 1300 3004 2652 4952 3822 4715
09/04/2015	2092 3098 2030 2580 1160 3184 3084 1932 4718 2765 1344 1430 2101 4138 3798 3843 4504 3635 1768 3758 2406
09/05/2014	4289 4641 3068 4160 3737 2129 3969 1314 3524 3205 1784 1553 1223 3577 3335 1530 4598 4653 2619 3668 2549 2824 4649
09/05/2015	4361 4891 4364 1693 2272 1061 2888 1049 2951 1862 1870 1737 3734 4825
09/06/2014	2909 4773 3266 3342 2076 2030 2625 2449 3515 2106 2226 2323 1696 1278 3753 1738 3978 4384 4387 3299 1150 4280 2218 4937 3909 2618 3843
09/06/2015	4167 4794 4267 1440 2165 3581 4728 2899 1357 2314 2402 1279 2289 4338 4944 3789 4934
